product_name,price,old_price,difference,percentage_difference,price_per_unit,promo_description,category,purchasable,page
Vin Blanc A.G.P. Pays d'Oc Viognier L'HERITAGE DE CARILLAN,8.5,,,,2.83 € / L,Le 2ème à -50%,,True,127
Vin Blanc I.G.P. Pays d'Oc Viognier L'HERITAGE DE CARILLAN,2.95,,,,3.93 € / L,Le 2ème à -50%,,True,127
Vin Blanc Crémant de Bordeaux Brut DEMOISELLE DE LANEZAC,5.95,,,,7.93 € / L,Le 2ème à -50%,,True,128
Champagne Brut Vranken DEMOISELLE E.O.,22.91,26.95,4.04,14.99,30.55 € / L,1 acheté = 15% de remise,,True,128
Champagne Brut Rosé DEMOISELLE VRANKEN E.O,25.46,29.95,4.49,14.99,33.95 € / L,1 acheté = 15% de remise,,True,128
Eau de source pétillante CRISTALINE,2.29,,,,1.16 € / L,Le 2ème à -68%,,True,128
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,128
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,128
Cidre houblons de bretagne LOIC RAISON,2.88,3.2,0.32,10.0,3.84 € / L,1 acheté = 10% de remise,,True,128
Vin Blanc A.O.P. Luberon L'AIGUEBRUN PONT DE LA COQUILLE,3.95,,,,5.27 € / L,Prenez en 3 = Payez en 2,,True,128
Vin Blanc Moelleux I.G.P. Atlantique DAGUET DE BERTICOT,3.9,,,,5.20 € / L,Prenez en 3 = Payez en 2,,True,128
Vin Blanc I.G.P. Atlantique DAGUET DE BERTICOT SAUVIGNON,3.9,,,,5.20 € / L,Prenez en 3 = Payez en 2,,True,128
Vin Rosé I.G.P. Atlantique DAGUET DE BERTICOT,3.9,,,,5.20 € / L,Prenez en 3 = Payez en 2,,True,128
Vin Rouge A.O.P. Côtes-Du-Rhône RESERVE DE BONPAS,4.01,5.35,1.34,25.05,5.35 € / L,1 acheté = 25% de remise,,True,128
Bière extra forte LA BIERE DU DEMON,2.46,,,,7.45 € / L,Le 2ème à -50%,,True,128
Bière blonde à l'ancienne GOUDALE,21.49,28.65,7.16,24.99,4.30 € / L,1 acheté = 25% de remise,,True,128
Bière blonde grand cru GOUDALE,3.9,4.59,0.69,15.03,5.20 € / L,1 acheté = 15% de remise,,True,128
Bière Blanche BELZEBUTH,2.25,,,,6.82 € / L,Le 2ème à -50%,,True,128
Bière brune SECRET DES MOINES,1.89,,,,5.73 € / L,25% d'économies,,True,128
Bière blonde rhum finish GOUDALE,4.13,4.59,0.46,10.02,5.51 € / L,1 acheté = 10% de remise,,True,128
Lessive capsules Original ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,128
Bière blonde GOUDALE,9.94,13.25,3.31,24.98,2.51 € / L,1 acheté = 25% de remise,,True,128
Bière ambrée GOUDALE,9.94,13.25,3.31,24.98,2.51 € / L,1 acheté = 25% de remise,,True,128
Bière blonde légère GOUDALE,4.94,5.49,0.55,10.02,3.29 € / L,1 acheté = 10% de remise,,True,128
Bière Aromatisée à la Violette BELZEBUTH,2.25,,,,6.82 € / L,Le 2ème à -50%,,True,128
Bière blonde TRIPLE SECRET DES MOINES,4.39,,,,5.85 € / L,25% d'économies,,True,128
Bière rouge BELZEBUTH,2.15,,,,4.30 € / L,Le 2ème à -50%,,True,128
"Bière Blonde IPA 7,2% LA GOUDALE",3.9,4.59,0.69,15.03,5.20 € / L,1 acheté = 15% de remise,,True,128
Bière blonde triple TRIPLE SECRET DES MOINES,6.85,,,,4.57 € / L,25% d'économies,,True,129
Bière blonde grand cru GOUDALE,12.68,15.85,3.17,20.0,8.45 € / L,1 acheté = 20% de remise,,True,129
Bière blonde ancienne bio GOUDALE,2.56,3.42,0.86,25.15,3.41 € / L,1 acheté = 25% de remise,,True,129
Bière blonde bio d'abbaye GOUDALE,4.49,5.99,1.5,25.04,2.99 € / L,1 acheté = 25% de remise,,True,129
"Bière Blonde Sans Alcool 0,0% LA GOUDALE",3.49,4.65,1.16,24.95,2.33 € / L,1 acheté = 25% de remise,,True,129
Bière blonde saveur de la brasserie GOUDALE,13.56,16.95,3.39,20.0,5.14 € / L,1 acheté = 20% de remise,,True,129
Bière Brune TRIPLE SECRET DES MOINES,4.65,,,,6.20 € / L,25% d'économies,,True,129
Bière blonde d'abbaye TRIPLE SECRET DES MOINES,32.5,,,,6.50 € / L,25% d'économies,,True,129
Bière ruby aromatisée cerise intense TRIPLE SECRET DES MOINES,6.4,,,,4.27 € / L,25% d'économies,,True,129
Bière rouge aromatisée cerise intense TRIPLE SECRET DES MOINES,2.15,,,,6.52 € / L,25% d'économies,,True,129
Bière sans alcool jus de citron GOUDALE,3.8,4.75,0.95,20.0,2.53 € / L,PROMO : 20%,,True,129
Brosse à dents Électrique IO Series 3S ORAL B,93.9,,,,,70% d'économies,,True,129
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,129
Bière blonde GOUDALE,6.9,,,,3.48 € / L,25% d'économies,,True,129
Vin Rouge A.O.P. Bordeaux MOUTON CADET BARON PHILIPPE DE ROTHSCHILD,6.65,9.5,2.85,30.0,8.87 € / L,PROMO : 30%,,True,129
Vin Blanc A.O.P. Bordeaux MOUTON CADET,4.86,6.95,2.09,30.07,6.48 € / L,PROMO : 30%,,True,129
Vin Rouge A.O.P. Bordeaux Bio Baron Philippe de Rothschild MOUTON CADET,10.33,12.15,1.82,14.98,13.77 € / L,1 acheté = 15% de remise,,True,129
Sirop Citron Jaune De Sicile LA MAISON GUIOT,3.28,3.65,0.37,10.14,4.69 € / L,1 acheté = 10% de remise,,True,129
Sirop Fruits Exotiques LA MAISON GUIOT,3.99,,,,5.70 € / L,Le 2ème à -50%,,True,129
Sirop Grenadine Vanille Bourbon Réduit Sucre LA MAISON GUIOT,3.46,3.85,0.39,10.13,4.94 € / L,1 acheté = 10% de remise,,True,129
Sirop Mûre Cassis LA MAISON GUIOT,3.39,3.99,0.6,15.04,4.84 € / L,1 acheté = 15% de remise,,True,129
Sirop Grenadine LA MAISON GUIOT,3.55,,,,5.07 € / L,Le 2ème à -50%,,True,129
Sirop Menthe Verte LA MAISON GUIOT,3.45,,,,4.93 € / L,Le 2ème à -50%,,True,129
Sirop Violette LA MAISON GUIOT,3.22,3.79,0.57,15.04,4.60 € / L,1 acheté = 15% de remise,,True,129
Sirop Pêche Blanche LA MAISON GUIOT,4.09,,,,5.84 € / L,Le 2ème à -50%,,True,129
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,129
Sirop Cerise Griotte LA MAISON GUIOT,3.37,3.75,0.38,10.13,4.81 € / L,1 acheté = 10% de remise,,True,129
Sirop Fraise des bois LA MAISON GUIOT,3.56,4.19,0.63,15.04,5.09 € / L,1 acheté = 15% de remise,,True,129
Vin Rosé A.O.P. Corse Cuvée Historique RESERVE DU PRESIDENT,4.95,,,,6.60 € / L,Prenez en 3 = Payez en 2,,True,129
Vin Rosé A.O.P. Côteaux Varois en Provence ESTANDON TERRES DE SAINT LOUIS,4.99,5.55,0.56,10.09,6.65 € / L,1 acheté = 10% de remise,,True,129
Vin Blanc AOC Coteaux Varois en Provence Terres de Saint-Louis ESTANDON,4.99,5.55,0.56,10.09,6.65 € / L,1 acheté = 10% de remise,,True,129
Vin Rosé A.O.P. Côteaux Varois en Provence ESTANDON LUMIERE,6.95,,,,9.27 € / L,Le 2ème à -50%,,True,129
Vin Rosé A.O.P. Côteaux Varois en Provence ESTANDON TERRES DE SAINTLOUIS,16.11,17.9,1.79,10.0,5.37 € / L,1 acheté = 10% de remise,,True,129
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,130
Sirop Menthe CARREFOUR ORIGINAL,2.65,,,,2.65 € / L,Le 2ème à -20%,,True,130
Sirop Grenadine CARREFOUR ORIGINAL,2.49,,,,2.49 € / L,Le 2ème à -20%,,True,130
Vin Blanc Mousseux Brut J.KIEFFER,3.0,,,,4.00 € / L,Prenez en 3 = Payez en 2,,True,130
Lessive capsules Original ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,130
Vin Blanc Mousseux demi-Sec J.KIEFFER,3.0,,,,4.00 € / L,Prenez en 3 = Payez en 2,,True,130
Champagne Brut CHARLES DE COURANCE,18.2,,,,24.27 € / L,20% d'économies,,True,130
Crémant A.O.P. d'Alsace Brut E. DURENMEYER,5.95,,,,7.93 € / L,Prenez en 6 = Payez en 4,,True,130
Vin Blanc demi-Sec CHARLES DE COURANCE,18.2,,,,24.27 € / L,20% d'économies,,True,130
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,130
Jus de pomme 100% pur jus CARREFOUR EXTRA,5.8,,,,1.45 € / L,Le 2ème à -20%,,True,130
Jus d'orange 100% pur jus CARREFOUR EXTRA,10.2,,,,2.55 € / L,Le 2ème à -20%,,True,130
Vin Rouge A.O.P. Madiran CARTE D'OR,4.95,,,,6.60 € / L,Prenez en 3 = Payez en 2,,True,130
Vin Rouge A.O.P. Faugères MAS OLIVIER,4.95,,,,6.60 € / L,Le 2ème à -50%,,True,130
Vin Rosé A.O.P. Faugères MAS OLIVIER,4.95,,,,6.60 € / L,Le 2ème à -50%,,True,131
Cidre perle fruité VAL DE RANCE,3.74,4.99,1.25,25.05,4.99 € / L,1 acheté = 25% de remise,,True,131
Cidre brut de bretagne VAL DE RANCE,3.63,5.5,1.87,34.0,2.42 € / L,PROMO : 34%,,True,131
Cidre doux de bretagne VAL DE RANCE,3.63,5.5,1.87,34.0,2.42 € / L,PROMO : 34%,,True,131
Cidre rosé VAL DE RANCE,3.63,5.5,1.87,34.0,2.42 € / L,PROMO : 34%,,True,131
Bière de garde triple CH'TI,4.49,4.99,0.5,10.02,5.99 € / L,1 acheté = 10% de remise,,True,131
Bière signature ipa CH'TI,3.91,4.35,0.44,10.11,5.21 € / L,1 acheté = 10% de remise,,True,131
Bière blonde signature ipa CH'TI,6.65,7.39,0.74,10.01,4.43 € / L,1 acheté = 10% de remise,,True,131
Bière blonde bio JADE,3.05,3.59,0.54,15.04,4.07 € / L,1 acheté = 15% de remise,,True,131
Bière Blonde LA BETE,4.29,,,,5.72 € / L,Le 2ème à -68%,,True,131
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,131
Capsules Lave-vaisselle Citron Tout en 1+ FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,131
Bière Blonde LA BETE,8.65,,,,5.77 € / L,Le 2ème à -68%,,True,131
Vin Rosé A.O.P. Coteaux d'Aix-En-Provence Cuvée Tradition CHATEAU MONTAURONE,5.15,,,,6.87 € / L,Le 2ème à -50%,,True,131
Champagne Brut NICOLAS FEUILLATTE GRANDE RESERVE,21.55,23.95,2.4,10.02,28.73 € / L,1 acheté = 10% de remise,,True,131
Champagne demi-Sec NICOLAS FEUILLATTE GRANDE RESERVE,21.55,23.95,2.4,10.02,28.73 € / L,1 acheté = 10% de remise,,True,131
Vin Rosé A.O.P. Bandol LES GALETS,5.62,7.5,1.88,25.07,7.49 € / L,1 acheté = 25% de remise,,True,131
Crémant A.O.P. de Bourgogne Brut VEUVE AMBAL GRANDE CUVEE,6.95,7.95,1.0,12.58,9.27 € / L,1 acheté = 1€ de remise,,True,131
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,131
Crémant A.O.P. de Bourgogne Brut Rosé VEUVE AMBAL GRANDE CUVEE,6.95,7.95,1.0,12.58,9.27 € / L,1 acheté = 1€ de remise,,True,131
Vin Rosé A.O.P. Ventoux VMV EXCELLENCE,2.96,3.95,0.99,25.06,3.95 € / L,1 acheté = 25% de remise,,True,131
Vin Rouge A.O.P. Ventoux VMV EXCELLENCE,2.96,3.95,0.99,25.06,3.95 € / L,1 acheté = 25% de remise,,True,131
Rhum agricole de la Guadeloupe BOLOGNE,17.3,20.35,3.05,14.99,17.30 € / L,1 acheté = 15% de remise,,True,131
Bière blonde fraîche florale 3MONTS,1.95,,,,3.90 € / L,Prenez en 3 = Payez en 2,,True,131
Bière blonde 3MONTS,2.55,,,,5.10 € / L,Prenez en 3 = Payez en 2,,True,131
Bière triple 3MONTS,1.95,,,,3.90 € / L,Prenez en 3 = Payez en 2,,True,131
Bière blonde de flandre 3MONTS,15.5,,,,3.44 € / L,34% d'économies,,True,131
Vin Rosé A.O.P. Côtes de Provence MANON,5.2,6.5,1.3,20.0,6.93 € / L,PROMO : 20%,,True,131
Vin Rosé A.O.P. Pays de Loire Cabernet d'Anjou Bio BIORIGINE,5.14,6.85,1.71,24.96,6.85 € / L,1 acheté = 25% de remise,,True,131
Vin Rouge A.O.P. Val de Loire Bourgueil Cabernet Franc Bio BIORIGINE,5.14,6.85,1.71,24.96,6.85 € / L,1 acheté = 25% de remise,,True,131
Vin rouge saumur champigny Bio BIORIGINE,5.14,6.85,1.71,24.96,6.85 € / L,1 acheté = 25% de remise,,True,131
Vin Blanc A.O.P. Muscadet Sèvre Et Maine Sur Lie Bio BIORIGINE,5.14,6.85,1.71,24.96,6.85 € / L,1 acheté = 25% de remise,,True,131
Vin Blanc Réserve Chardonnay BOUCHARD AINE & FILS GRAND CONSEILLER,6.25,6.95,0.7,10.07,8.33 € / L,1 acheté = 10% de remise,,True,132
Bière Blonde TRIPLE SECRET DES MOINES,1.99,,,,6.03 € / L,25% d'économies,,True,132
"Bière Blonde 8,0% TRIPLE SECRET DES MOINES",4.29,,,,5.72 € / L,25% d'économies,,True,132
"Bière Blonde 11,8% BELZEBUTH",2.15,,,,4.30 € / L,Le 2ème à -50%,,True,132
Bière blonde BELZEBUTH,2.25,,,,6.82 € / L,Le 2ème à -50%,,True,132
Bière aromatisée fruits rouges BELZEBUTH,2.25,,,,6.82 € / L,Le 2ème à -50%,,True,132
Bière Blanche Aromatisée à la framboise Pink BELZEBUTH,2.25,,,,6.82 € / L,Le 2ème à -50%,,True,132
Bière blonde d'abbaye TRIPLE SECRET DES MOINES,12.15,,,,9.20 € / L,25% d'économies,,True,132
Champagne Brut POMMERY BRUT ROYAL,32.75,34.75,2.0,5.76,43.67 € / L,1 acheté = 2€ de remise,,True,132
Vin Rouge Bandol Bio DOMAINE BUNAN,11.65,12.95,1.3,10.04,15.53 € / L,1 acheté = 10% de remise,,True,132
Vin Rosé AOP Bandol DOMAINES BUNAN,11.65,12.95,1.3,10.04,15.53 € / L,1 acheté = 10% de remise,,True,132
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,132
Capsules Lave-vaisselle Tout en 1 Original FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,132
Vin Rouge A.O.P. languedoc CHEMIN DES OLIVETTES,3.99,4.99,1.0,20.04,5.32 € / L,PROMO : 20%,,True,132
Vin Rosé A.O.P. Côtes-de-Provence CHATEAU REILLANNE GRANDE RESERVE,6.95,,,,9.27 € / L,Le 2ème à -50%,,True,132
Sirop Caramel MONIN,2.83,3.15,0.32,10.16,8.58 € / L,1 acheté = 10% de remise,,True,132
Crémant A.O.C. Clairette de Die Tradition Doux Fruité JAILLANCE,3.55,3.95,0.4,10.13,9.47 € / L,1 acheté = 10% de remise,,True,132
Vin Blanc A.O.P. Clairette de Die JAILLANCE TRADITION,4.8,6.4,1.6,25.0,6.40 € / L,1 acheté = 25% de remise,,True,132
Vin Blanc A.O.P. Clairette de Die JAILLANCE BRUT,4.8,6.4,1.6,25.0,6.40 € / L,1 acheté = 25% de remise,,True,132
Vin Blanc Moelleux A.O.P. Côtes de Bergerac PANACHE DE CYRANO,3.16,3.95,0.79,20.0,4.21 € / L,PROMO : 20%,,True,132
Vin Rouge A.O.P. Minervois CHATEAU MILLEGRAND FUTS DE CHENE,5.95,,,,7.93 € / L,Le 2ème à -50%,,True,132
Vin Blanc IGP Pays d’Oc Chardonnay DOMAINE DE CIBADIES,4.95,,,,6.60 € / L,Le 2ème à -50%,,True,132
Vin Blanc IGP Pays d’Oc Viognier CIBADIES,4.95,,,,6.60 € / L,Le 2ème à -50%,,True,132
Gin jardin d'été CITADELLE,29.62,34.85,5.23,15.01,42.31 € / L,1 acheté = 15% de remise,,True,132
Eau Gazeuse Minérale Naturelle ROZANA,3.18,,,,0.53 € / L,Le 2ème à -68%,,True,132
Capsules Lave-vaisselle Anti-Terne Citron Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,132
Eau minérale naturelle THONON,3.12,,,,0.35 € / L,Prenez en 3 = Payez en 2,,True,132
Bière Ambrée PIETRA,9.45,,,,6.30 € / L,Le 2ème à -68%,,True,132
Bière Blanche PIETRA,1.61,2.15,0.54,25.12,4.88 € / L,1 acheté = 25% de remise,,True,132
Bière Merveilleuse Limoncellu et Citron de Corse 6% PIETRA BREWERY,6.49,,,,6.56 € / L,Le 2ème à -68%,,True,132
Vin Rouge I.G.P. Pays d'Oc Cabernet-Syrah JP. CHENET,7.66,10.95,3.29,30.05,2.55 € / L,PROMO : 30%,,True,132
Vin Rouge I.G.P. Pays d'Oc JP. CHENET MERLOT,7.66,10.95,3.29,30.05,2.55 € / L,PROMO : 30%,,True,132
Vin Blanc de France Colombard Sauvignon JP. CHENET,7.66,10.95,3.29,30.05,2.55 € / L,PROMO : 30%,,True,132
Vin Rosé I.G.P. Pays d'Oc JP. CHENET GRENACHE-CINSAULT,7.66,10.95,3.29,30.05,2.55 € / L,PROMO : 30%,,True,133
Vin Blanc Mousseux demi Sec Ice Edition JP. CHENET,5.5,,,,7.33 € / L,Le 2ème à -60%,,True,133
Vin Blanc Pétillant Mousseux demi Sec JP. CHENET,5.5,,,,7.33 € / L,Le 2ème à -60%,,True,133
Soda PEPSI,3.33,4.76,1.43,30.04,0.56 € / L,PROMO : 30%,,True,133
Soda au cola sans sucres PEPSI,3.57,5.1,1.53,30.0,0.60 € / L,PROMO : 30%,,True,133
Vin Rouge A.O.P. Beaumes de Venise TERROIR DARONTON,8.45,,,,11.27 € / L,34% d'économies,,True,133
Vin Rouge Côtes Du Rhône Gigondas Grenache TERROIR DARONTON,14.65,,,,19.53 € / L,34% d'économies,,True,133
Vin Rouge Côtes Du Rhône Vacqueyrac TERROIR DARONTON,9.75,,,,13.00 € / L,34% d'économies,,True,133
Vin Rouge Sablet Côtes du Rhône Villages TERROIR DARONTON,4.99,,,,6.65 € / L,34% d'économies,,True,133
Vin Rouge ROAIX Côtes du Rhône Villages TERROIR DARONTON,5.35,,,,7.13 € / L,34% d'économies,,True,133
Vin blanc ChâteauNeuf-du-Pape TERROIR DARONTON,20.76,,,,27.68 € / L,34% d'économies,,True,133
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,133
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,133
Vin Rouge Côtes Du Rhône Grenache TERROIR DARONTON,7.5,,,,10.00 € / L,34% d'économies,,True,133
Vin Rouge AOP Côtes du Rhône Villages Visan Bio TERROIR DARONTON,7.5,,,,10.00 € / L,34% d'économies,,True,133
Vin Rouge A.O.P. Côtes Du Rhône Bio TERROIR DARONTON,4.16,5.95,1.79,30.08,5.55 € / L,PROMO : 30%,,True,133
Vin Rouge A.O.P. Côtes du Rhône TERROIR DARONTON,11.39,,,,3.80 € / L,34% d'économies,,True,133
Vin Rosé I.G.P. Pays d'Oc AUTREMENT GRENACHE ROSE,5.75,,,,7.67 € / L,Prenez en 3 = Payez en 2,,True,133
Vin Blanc I.G.P. Pays d'Oc AUTREMENT SAUVIGNON,5.75,,,,7.67 € / L,Prenez en 3 = Payez en 2,,True,133
Brosse à dents Électrique IO Series 3S ORAL B,93.9,,,,,70% d'économies,,True,133
Vin Rouge I.G.P. Pays d'Oc AUTREMENT CABERNET SAUVIGNON,5.75,,,,7.67 € / L,Prenez en 3 = Payez en 2,,True,133
Vin Blanc I.G.P. Pays d'Oc Naturae Chardonnay GERARD BERTRAND,6.95,,,,9.27 € / L,Prenez en 3 = Payez en 2,,True,133
Vin Rouge I.G.P. Pays d'Oc Naturae Cabernet Sauvignon GERARD BERTRAND,6.95,,,,9.27 € / L,Prenez en 3 = Payez en 2,,True,133
Vin Rouge I.G.P. Pays d'Oc Naturae Merlot GERARD BERTRAND,6.95,,,,9.27 € / L,Prenez en 3 = Payez en 2,,True,133
Vin Rouge I.G.P. Pays d'Oc Naturae Syrah GERARD BERTRAND,6.95,,,,9.27 € / L,Prenez en 3 = Payez en 2,,True,133
Vin Rosé I.G.P. Pays d'Oc Naturae Syrah Rosé GERARD BERTRAND,6.95,,,,9.27 € / L,Prenez en 3 = Payez en 2,,True,133
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,133
Vin Rosé A.O.P. languedoc COTES DES ROSES,7.5,,,,10.00 € / L,Prenez en 3 = Payez en 2,,True,133
Vin Rouge I.G.P. Pays d'Oc AUTREMENT MERLOT,5.75,,,,7.67 € / L,Prenez en 3 = Payez en 2,,True,133
Vin Blanc I.G.P. Pays d'Oc AUTREMENT CHARDONNAY,5.75,,,,7.67 € / L,Prenez en 3 = Payez en 2,,True,133
Vin Blanc I.G.P. Pays d'Oc Côtes des Roses Chardonnay GERARD BERTRAND,7.5,,,,10.00 € / L,Prenez en 3 = Payez en 2,,True,133
Vin Blanc I.G.P. Pays d'Oc Cotes des Roses Sauvignon Blanc GERARD BERTRAND,7.5,,,,10.00 € / L,Prenez en 3 = Payez en 2,,True,133
Vin Rouge A.O.P. Corbières Hérésie GERARD BERTRAND,8.95,,,,11.93 € / L,Prenez en 3 = Payez en 2,,True,133
Vin Rouge I.G.P. Pays d'Oc Léger Et Fruité Côtes des Roses GERARD BERTRAND,7.5,,,,10.00 € / L,Prenez en 3 = Payez en 2,,True,133
Boisson Energisante Kiss Me! CRAZY TIGER,1.45,,,,2.90 € / L,Le 2ème à -50%,,True,134
Boisson énergisante a la cerise CRAZY TIGER,2.45,,,,2.45 € / L,Le 2ème à -50%,,True,134
Boisson énergisante saveur tropical CRAZY TIGER,2.45,,,,2.45 € / L,Le 2ème à -50%,,True,134
Boisson Energisante Saveur Pomme Star CRAZY TIGER,2.1,,,,2.10 € / L,Le 2ème à -50%,,True,134
Boisson Energisante Saveur Tiki Mango CRAZY TIGER,0.99,,,,2.83 € / L,Le 2ème à -50%,,True,134
Boisson Energisante Saveur Cerise CRAZY TIGER,0.99,,,,2.83 € / L,Le 2ème à -50%,,True,134
Capsules Lave-vaisselle Tout en 1 Original FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,134
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,134
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,134
Boisson Energisante Saveur Pomme Star CRAZY TIGER,0.99,,,,2.83 € / L,Le 2ème à -50%,,True,134
Boisson Energisante Regular CRAZY TIGER,0.99,,,,2.83 € / L,Le 2ème à -50%,,True,134
Smoothie orange mangue passion NU,3.0,4.55,1.55,34.07,3.00 € / L,PROMO : 34%,,True,134
Smoothie ananas banane coco NU,3.0,4.55,1.55,34.07,3.00 € / L,PROMO : 34%,,True,134
Smoothie grenade açaï cranberry NU,3.0,4.55,1.55,34.07,3.00 € / L,PROMO : 34%,,True,134
Smoothie Fraise Banane NU,1.45,2.19,0.74,33.79,4.39 € / L,PROMO : 34%,,True,134
Smoothie orange mangue passion NU,1.45,2.19,0.74,33.79,4.39 € / L,PROMO : 34%,,True,134
Smoothie ananas banane coco NU,1.45,2.19,0.74,33.79,4.39 € / L,PROMO : 34%,,True,134
Smoothie grenade açaï cranberry NU,1.45,2.19,0.74,33.79,4.39 € / L,PROMO : 34%,,True,134
Smoothie Kiwi Pomme Ananas NU,1.45,2.19,0.74,33.79,4.39 € / L,PROMO : 34%,,True,134
Capsules Lave-vaisselle Anti-Terne Citron Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,134
Apéritif Forteni Bianco,3.8,4.75,0.95,20.0,3.80 € / L,PROMO : 20%,,True,134
Apéritif Forteni Rosso,3.8,4.75,0.95,20.0,3.80 € / L,PROMO : 20%,,True,134
Capsules Lave-vaisselle Tout en 1 Original FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,135
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,135
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,135
Crémant A.O.P. d'Alsace demi-Sec E.DURENMEYER,5.95,,,,7.93 € / L,Prenez en 6 = Payez en 4,,True,135
Jus de fruits 4 agrumes SIMPL,1.59,,,,1.59 € / L,Vu en catalogue,,True,136
Crémant A.O.P. d'Alsace Rosé Pinot Noir E.DURENMEYER,5.95,,,,7.93 € / L,Prenez en 6 = Payez en 4,,True,136
Sirop Menthe Bio CARREFOUR BIO,2.35,,,,4.70 € / L,Le 2ème à -20%,,True,136
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,136
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,136
Sirop Menthe Glaciale CARREFOUR ORIGINAL,2.65,,,,2.65 € / L,Le 2ème à -20%,,True,136
Limonade CARREFOUR CLASSIC',0.92,,,,0.61 € / L,Le 2ème à -20%,,True,136
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,136
Cidre brut de bretagne CARREFOUR ORIGINAL,1.91,2.39,0.48,20.08,2.55 € / L,1 acheté = 20% de remise,,True,136
Cidre doux de bretagne CARREFOUR ORIGINAL,1.91,2.39,0.48,20.08,2.55 € / L,1 acheté = 20% de remise,,True,136
Vin Blanc Mousseux Blanc de Blanc Brut J.KIEFFER,4.5,,,,7.50 € / L,Prenez en 3 = Payez en 2,,True,136
Limonade zestée CARREFOUR CLASSIC',1.59,,,,1.06 € / L,Le 2ème à -20%,,True,136
Boisson gazeuse sans Alcool à base de jus de raisin Muscat J.KIEFFER,2.95,,,,3.93 € / L,Prenez en 3 = Payez en 2,,True,137
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,137
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,137
Pineau des Charentes blanc MONRILLAC,8.15,9.59,1.44,15.02,10.87 € / L,1 acheté = 15% de remise,,True,137
Pineau des Charentes rouge MONRILLAC,8.15,9.59,1.44,15.02,10.87 € / L,1 acheté = 15% de remise,,True,137
Sirop Citron Bio CARREFOUR BIO,2.35,,,,4.70 € / L,Le 2ème à -20%,,True,138
Capsules Lave-vaisselle Anti-Terne Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,138
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,138
Crémant A.O.P. d'Alsace Brut CONSTANCE MULLER REFLETS DE FRANCE,8.5,,,,11.33 € / L,Le 2ème à -50%,,True,138
Boisson Iced Tea menthe CARREFOUR SENSATION,1.27,1.49,0.22,14.77,0.85 € / L,1 acheté = 15% de remise,,True,138
Sirop Grenadine Bio CARREFOUR BIO,2.45,,,,4.90 € / L,Le 2ème à -20%,,True,138
